Indicator,Year,Geography,FIPS,Race,Sex,Age group,Misc,Rate,Cases,Population
AIDS deaths,2007,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,15.9,514,"3,241,820"
AIDS deaths,2007,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,33,"893,190"
AIDS deaths,2007,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.1,372,"3,666,592"
AIDS deaths,2007,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,12,"656,035"
AIDS deaths,2007,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6,309,"5,116,074"
AIDS deaths,2007,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.9,"1,315","18,957,416"
AIDS deaths,2007,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14.5,13,"89,481"
AIDS deaths,2007,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,33,"2,041,637"
AIDS deaths,2007,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,4,"532,065"
AIDS deaths,2007,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,318,"6,404,953"
AIDS deaths,2007,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,155,"5,364,844"
AIDS deaths,2007,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,49,"1,537,640"
AIDS deaths,2007,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,75,"4,672,248"
AIDS deaths,2007,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.2,1,"433,541"
AIDS deaths,2008,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.9,229,"3,870,996"
AIDS deaths,2008,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,15,"559,346"
AIDS deaths,2008,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"45,599"
AIDS deaths,2008,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,191,"5,235,123"
AIDS deaths,2008,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,99,"2,357,363"
AIDS deaths,2008,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,"1,501","29,836,645"
AIDS deaths,2008,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,93,"4,049,693"
AIDS deaths,2008,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.8,228,"2,932,812"
AIDS deaths,2008,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.2,74,"728,265"
AIDS deaths,2008,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,56.5,287,"508,021"
AIDS deaths,2008,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.5,"2,100","15,508,944"
AIDS deaths,2008,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.6,753,"7,826,920"
AIDS deaths,2008,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,4,"132,978"
AIDS deaths,2008,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,36,"1,077,785"
AIDS deaths,2008,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,13,"1,223,541"
AIDS deaths,2008,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,515,"10,563,388"
AIDS deaths,2008,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,179,"5,246,323"
AIDS deaths,2008,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,24,"2,486,127"
AIDS deaths,2008,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,52,"2,290,014"
AIDS deaths,2008,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,111,"3,559,663"
AIDS deaths,2008,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.2,410,"3,648,291"
AIDS deaths,2008,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,22,"1,129,848"
AIDS deaths,2008,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.4,628,"4,697,010"
AIDS deaths,2008,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,238,"5,531,920"
AIDS deaths,2008,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,304,"8,335,602"
AIDS deaths,2008,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,65,"4,327,416"
AIDS deaths,2008,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.8,187,"2,389,085"
AIDS deaths,2008,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,174,"4,934,901"
AIDS deaths,2008,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,14,"813,046"
AIDS deaths,2008,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,23,"1,457,464"
AIDS deaths,2008,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.8,123,"2,118,616"
AIDS deaths,2008,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,13,"1,119,153"
AIDS deaths,2008,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.1,729,"7,204,858"
AIDS deaths,2008,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,62,"1,620,429"
AIDS deaths,2008,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.8,"2,261","16,332,205"
AIDS deaths,2008,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.3,404,"7,607,202"
AIDS deaths,2008,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,9,"539,992"
AIDS deaths,2008,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"42,693"
AIDS deaths,2008,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,287,"9,592,881"
AIDS deaths,2008,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,109,"2,985,437"
AIDS deaths,2008,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,73,"3,159,664"
AIDS deaths,2008,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,581,"10,618,093"
AIDS deaths,2008,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,16.2,529,"3,272,308"
AIDS deaths,2008,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.4,39,"893,608"
AIDS deaths,2008,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.7,325,"3,732,320"
AIDS deaths,2008,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,10,"661,864"
AIDS deaths,2008,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.6,339,"5,169,975"
AIDS deaths,2008,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,"1,211","19,307,235"
AIDS deaths,2008,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.3,12,"90,051"
AIDS deaths,2008,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,32,"2,086,097"
AIDS deaths,2008,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,7,"533,825"
AIDS deaths,2008,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,302,"6,472,126"
AIDS deaths,2008,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,148,"5,451,257"
AIDS deaths,2008,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,39,"1,540,309"
AIDS deaths,2008,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,70,"4,697,333"
AIDS deaths,2008,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,3,"439,967"
AIDS deaths,2009,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,223,"3,898,688"
AIDS deaths,2009,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,15,"565,800"
AIDS deaths,2009,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"46,619"
AIDS deaths,2009,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,172,"5,316,387"
AIDS deaths,2009,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,91,"2,374,089"
AIDS deaths,2009,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,"1,408","30,167,113"
AIDS deaths,2009,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,118,"4,120,964"
AIDS deaths,2009,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,208,"2,951,882"
AIDS deaths,2009,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.6,71,"736,007"
AIDS deaths,2009,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,40.9,211,"515,989"
AIDS deaths,2009,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,"1,952","15,614,290"
AIDS deaths,2009,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.3,815,"7,937,181"
AIDS deaths,2009,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,3,"135,505"
AIDS deaths,2009,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,25,"1,083,032"
AIDS deaths,2009,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,8,"1,238,079"
AIDS deaths,2009,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,491,"10,626,004"
AIDS deaths,2009,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,183,"5,279,967"
AIDS deaths,2009,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,29,"2,496,048"
AIDS deaths,2009,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,37,"2,305,964"
AIDS deaths,2009,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,96,"3,583,570"
AIDS deaths,2009,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,461,"3,680,921"
AIDS deaths,2009,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,"1,130,458"
AIDS deaths,2009,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,593,"4,733,633"
AIDS deaths,2009,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,249,"5,580,663"
AIDS deaths,2009,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,238,"8,324,039"
AIDS deaths,2009,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,82,"4,358,038"
AIDS deaths,2009,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,168,"2,397,287"
AIDS deaths,2009,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,187,"4,962,937"
AIDS deaths,2009,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,7,"818,891"
AIDS deaths,2009,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,28,"1,467,198"
AIDS deaths,2009,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,104,"2,141,833"
AIDS deaths,2009,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,"1,124,301"
AIDS deaths,2009,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.8,636,"7,249,862"
AIDS deaths,2009,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,41,"1,636,757"
AIDS deaths,2009,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.1,"2,152","16,409,802"
AIDS deaths,2009,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.6,429,"7,713,809"
AIDS deaths,2009,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,"543,743"
AIDS deaths,2009,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"39,735"
AIDS deaths,2009,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,279,"9,616,569"
AIDS deaths,2009,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,102,"3,014,967"
AIDS deaths,2009,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,78,"3,197,425"
AIDS deaths,2009,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,588,"10,659,191"
AIDS deaths,2009,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14.4,474,"3,301,837"
AIDS deaths,2009,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,41,"894,466"
AIDS deaths,2009,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.4,318,"3,780,746"
AIDS deaths,2009,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,9,"667,951"
AIDS deaths,2009,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.2,321,"5,219,117"
AIDS deaths,2009,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.5,"1,270","19,664,635"
AIDS deaths,2009,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.3,12,"90,545"
AIDS deaths,2009,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,29,"2,126,805"
AIDS deaths,2009,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,5,"535,123"
AIDS deaths,2009,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,306,"6,543,736"
AIDS deaths,2009,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,164,"5,532,584"
AIDS deaths,2009,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,32,"1,544,706"
AIDS deaths,2009,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,93,"4,722,053"
AIDS deaths,2009,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,5,"447,838"
AIDS deaths,2010,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,199,"3,980,284"
AIDS deaths,2010,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,11,"577,833"
AIDS deaths,2010,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,1,"42,467"
AIDS deaths,2010,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,169,"5,230,467"
AIDS deaths,2010,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,89,"2,408,404"
AIDS deaths,2010,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,"1,282","30,766,211"
AIDS deaths,2010,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,116,"4,152,448"
AIDS deaths,2010,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,183,"3,014,246"
AIDS deaths,2010,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,62,"753,123"
AIDS deaths,2010,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,42.4,225,"530,823"
AIDS deaths,2010,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,"1,724","16,022,438"
AIDS deaths,2010,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,726,"7,914,303"
AIDS deaths,2010,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"121,336"
AIDS deaths,2010,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,34,"1,144,107"
AIDS deaths,2010,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,12,"1,257,069"
AIDS deaths,2010,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.1,546,"10,624,357"
AIDS deaths,2010,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,149,"5,340,899"
AIDS deaths,2010,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,21,"2,526,676"
AIDS deaths,2010,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,40,"2,329,710"
AIDS deaths,2010,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,96,"3,610,654"
AIDS deaths,2010,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.9,369,"3,737,733"
AIDS deaths,2010,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,20,"1,137,750"
AIDS deaths,2010,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11,530,"4,829,993"
AIDS deaths,2010,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,229,"5,572,083"
AIDS deaths,2010,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,251,"8,247,464"
AIDS deaths,2010,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,70,"4,388,698"
AIDS deaths,2010,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,153,"2,428,898"
AIDS deaths,2010,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,179,"4,977,206"
AIDS deaths,2010,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,11,"830,973"
AIDS deaths,2010,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,28,"1,494,459"
AIDS deaths,2010,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,104,"2,224,245"
AIDS deaths,2010,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,20,"1,120,179"
AIDS deaths,2010,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.9,655,"7,349,103"
AIDS deaths,2010,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,47,"1,690,370"
AIDS deaths,2010,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.8,"1,934","16,363,648"
AIDS deaths,2010,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.4,424,"7,907,452"
AIDS deaths,2010,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,"565,680"
AIDS deaths,2010,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"41,255"
AIDS deaths,2010,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,215,"9,612,240"
AIDS deaths,2010,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,84,"3,079,826"
AIDS deaths,2010,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,82,"3,217,963"
AIDS deaths,2010,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,560,"10,760,882"
AIDS deaths,2010,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14,435,"3,102,898"
AIDS deaths,2010,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,32,"897,912"
AIDS deaths,2010,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.6,294,"3,857,673"
AIDS deaths,2010,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,7,"668,164"
AIDS deaths,2010,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.4,287,"5,283,840"
AIDS deaths,2010,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.8,"1,177","20,238,957"
AIDS deaths,2010,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,4,"88,280"
AIDS deaths,2010,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,21,"2,119,673"
AIDS deaths,2010,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,14,"537,213"
AIDS deaths,2010,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,246,"6,694,278"
AIDS deaths,2010,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,127,"5,608,355"
AIDS deaths,2010,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,17,"1,578,819"
AIDS deaths,2010,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,74,"4,738,804"
AIDS deaths,2010,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,7,"465,144"
AIDS deaths,2011,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,190,"3,999,581"
AIDS deaths,2011,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,12,"585,275"
AIDS deaths,2011,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,"42,557"
AIDS deaths,2011,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,155,"5,301,492"
AIDS deaths,2011,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,98,"2,424,899"
AIDS deaths,2011,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,"1,324","31,123,020"
AIDS deaths,2011,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,104,"4,219,690"
AIDS deaths,2011,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,184,"3,030,784"
AIDS deaths,2011,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.5,57,"761,127"
AIDS deaths,2011,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,39.6,215,"542,614"
AIDS deaths,2011,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,"1,740","16,267,311"
AIDS deaths,2011,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.1,648,"8,012,727"
AIDS deaths,2011,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,4,"122,042"
AIDS deaths,2011,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,34,"1,155,073"
AIDS deaths,2011,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,12,"1,271,014"
AIDS deaths,2011,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,453,"10,663,830"
AIDS deaths,2011,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,168,"5,372,445"
AIDS deaths,2011,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,28,"2,542,679"
AIDS deaths,2011,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,41,"2,341,215"
AIDS deaths,2011,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,93,"3,631,231"
AIDS deaths,2011,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,407,"3,766,483"
AIDS deaths,2011,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,15,"1,140,952"
AIDS deaths,2011,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,521,"4,882,338"
AIDS deaths,2011,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,222,"5,622,178"
AIDS deaths,2011,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,245,"8,267,436"
AIDS deaths,2011,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,72,"4,424,842"
AIDS deaths,2011,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,154,"2,439,295"
AIDS deaths,2011,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,155,"4,996,767"
AIDS deaths,2011,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,7,"837,672"
AIDS deaths,2011,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,19,"1,504,863"
AIDS deaths,2011,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,112,"2,242,471"
AIDS deaths,2011,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,12,"1,125,258"
AIDS deaths,2011,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,609,"7,393,507"
AIDS deaths,2011,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,45,"1,703,962"
AIDS deaths,2011,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.4,"1,882","16,480,850"
