State,Type of Crime,Crime,Year,Count
Nevada,Property Crime,Motor vehicle theft,1996,11194
Nevada,Property Crime,Motor vehicle theft,1997,13220
Nevada,Property Crime,Motor vehicle theft,1998,13766
Nevada,Property Crime,Motor vehicle theft,1999,13094
Nevada,Property Crime,Motor vehicle theft,2000,13172
Nevada,Property Crime,Motor vehicle theft,2001,14702
Nevada,Property Crime,Motor vehicle theft,2002,17486
Nevada,Property Crime,Motor vehicle theft,2003,20849
Nevada,Property Crime,Motor vehicle theft,2004,22635
Nevada,Property Crime,Motor vehicle theft,2005,26931
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1960,8
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1961,4
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1962,15
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1963,20
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1964,6
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1965,18
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1966,13
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1967,14
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1968,10
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1969,18
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1970,15
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1971,17
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1972,13
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1973,17
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1974,28
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1975,24
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1976,27
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1977,27
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1978,12
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1979,21
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1980,23
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1981,27
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1982,21
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1983,19
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1984,10
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1985,21
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1986,23
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1987,32
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1988,25
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1989,36
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1990,21
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1991,40
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1992,18
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1993,23
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1994,16
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1995,21
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1996,20
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1997,16
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1998,18
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,1999,18
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2000,22
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2001,17
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2002,12
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2003,17
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2004,17
New Hampshire,Violent Crime,Murder and nonnegligent Manslaughter,2005,18
New Hampshire,Violent Crime,Forcible rape,1960,25
New Hampshire,Violent Crime,Forcible rape,1961,19
New Hampshire,Violent Crime,Forcible rape,1962,22
New Hampshire,Violent Crime,Forcible rape,1963,30
New Hampshire,Violent Crime,Forcible rape,1964,25
New Hampshire,Violent Crime,Forcible rape,1965,14
New Hampshire,Violent Crime,Forcible rape,1966,30
New Hampshire,Violent Crime,Forcible rape,1967,23
New Hampshire,Violent Crime,Forcible rape,1968,19
New Hampshire,Violent Crime,Forcible rape,1969,29
New Hampshire,Violent Crime,Forcible rape,1970,44
New Hampshire,Violent Crime,Forcible rape,1971,63
New Hampshire,Violent Crime,Forcible rape,1972,54
New Hampshire,Violent Crime,Forcible rape,1973,75
New Hampshire,Violent Crime,Forcible rape,1974,68
New Hampshire,Violent Crime,Forcible rape,1975,71
New Hampshire,Violent Crime,Forcible rape,1976,80
New Hampshire,Violent Crime,Forcible rape,1977,91
New Hampshire,Violent Crime,Forcible rape,1978,82
New Hampshire,Violent Crime,Forcible rape,1979,152
New Hampshire,Violent Crime,Forcible rape,1980,159
New Hampshire,Violent Crime,Forcible rape,1981,154
New Hampshire,Violent Crime,Forcible rape,1982,154
New Hampshire,Violent Crime,Forcible rape,1983,187
New Hampshire,Violent Crime,Forcible rape,1984,202
New Hampshire,Violent Crime,Forcible rape,1985,191
New Hampshire,Violent Crime,Forcible rape,1986,221
New Hampshire,Violent Crime,Forcible rape,1987,281
New Hampshire,Violent Crime,Forcible rape,1988,276
New Hampshire,Violent Crime,Forcible rape,1989,327
New Hampshire,Violent Crime,Forcible rape,1990,386
New Hampshire,Violent Crime,Forcible rape,1991,330
New Hampshire,Violent Crime,Forcible rape,1992,424
New Hampshire,Violent Crime,Forcible rape,1993,499
New Hampshire,Violent Crime,Forcible rape,1994,407
New Hampshire,Violent Crime,Forcible rape,1995,333
New Hampshire,Violent Crime,Forcible rape,1996,404
New Hampshire,Violent Crime,Forcible rape,1997,395
New Hampshire,Violent Crime,Forcible rape,1998,400
New Hampshire,Violent Crime,Forcible rape,1999,345
New Hampshire,Violent Crime,Forcible rape,2000,522
New Hampshire,Violent Crime,Forcible rape,2001,458
New Hampshire,Violent Crime,Forcible rape,2002,446
New Hampshire,Violent Crime,Forcible rape,2003,438
New Hampshire,Violent Crime,Forcible rape,2004,466
New Hampshire,Violent Crime,Forcible rape,2005,405
New Hampshire,Violent Crime,Robbery,1960,18
New Hampshire,Violent Crime,Robbery,1961,21
New Hampshire,Violent Crime,Robbery,1962,22
New Hampshire,Violent Crime,Robbery,1963,43
New Hampshire,Violent Crime,Robbery,1964,43
New Hampshire,Violent Crime,Robbery,1965,46
New Hampshire,Violent Crime,Robbery,1966,70
New Hampshire,Violent Crime,Robbery,1967,42
New Hampshire,Violent Crime,Robbery,1968,72
New Hampshire,Violent Crime,Robbery,1969,75
New Hampshire,Violent Crime,Robbery,1970,89
New Hampshire,Violent Crime,Robbery,1971,123
New Hampshire,Violent Crime,Robbery,1972,103
New Hampshire,Violent Crime,Robbery,1973,105
New Hampshire,Violent Crime,Robbery,1974,209
New Hampshire,Violent Crime,Robbery,1975,236
New Hampshire,Violent Crime,Robbery,1976,204
New Hampshire,Violent Crime,Robbery,1977,197
New Hampshire,Violent Crime,Robbery,1978,229
New Hampshire,Violent Crime,Robbery,1979,254
New Hampshire,Violent Crime,Robbery,1980,386
New Hampshire,Violent Crime,Robbery,1981,335
New Hampshire,Violent Crime,Robbery,1982,322
New Hampshire,Violent Crime,Robbery,1983,231
New Hampshire,Violent Crime,Robbery,1984,227
New Hampshire,Violent Crime,Robbery,1985,266
New Hampshire,Violent Crime,Robbery,1986,242
New Hampshire,Violent Crime,Robbery,1987,280
New Hampshire,Violent Crime,Robbery,1988,231
New Hampshire,Violent Crime,Robbery,1989,264
New Hampshire,Violent Crime,Robbery,1990,302
New Hampshire,Violent Crime,Robbery,1991,365
New Hampshire,Violent Crime,Robbery,1992,367
New Hampshire,Violent Crime,Robbery,1993,307
New Hampshire,Violent Crime,Robbery,1994,308
New Hampshire,Violent Crime,Robbery,1995,314
New Hampshire,Violent Crime,Robbery,1996,317
New Hampshire,Violent Crime,Robbery,1997,274
New Hampshire,Violent Crime,Robbery,1998,255
New Hampshire,Violent Crime,Robbery,1999,257
New Hampshire,Violent Crime,Robbery,2000,453
New Hampshire,Violent Crime,Robbery,2001,445
New Hampshire,Violent Crime,Robbery,2002,413
New Hampshire,Violent Crime,Robbery,2003,480
New Hampshire,Violent Crime,Robbery,2004,500
New Hampshire,Violent Crime,Robbery,2005,359
New Hampshire,Violent Crime,Aggravated assault,1960,30
New Hampshire,Violent Crime,Aggravated assault,1961,45
New Hampshire,Violent Crime,Aggravated assault,1962,119
New Hampshire,Violent Crime,Aggravated assault,1963,71
New Hampshire,Violent Crime,Aggravated assault,1964,75
New Hampshire,Violent Crime,Aggravated assault,1965,78
New Hampshire,Violent Crime,Aggravated assault,1966,146
New Hampshire,Violent Crime,Aggravated assault,1967,139
New Hampshire,Violent Crime,Aggravated assault,1968,178
New Hampshire,Violent Crime,Aggravated assault,1969,203
New Hampshire,Violent Crime,Aggravated assault,1970,265
New Hampshire,Violent Crime,Aggravated assault,1971,377
New Hampshire,Violent Crime,Aggravated assault,1972,321
New Hampshire,Violent Crime,Aggravated assault,1973,452
New Hampshire,Violent Crime,Aggravated assault,1974,434
New Hampshire,Violent Crime,Aggravated assault,1975,485
New Hampshire,Violent Crime,Aggravated assault,1976,398
New Hampshire,Violent Crime,Aggravated assault,1977,645
New Hampshire,Violent Crime,Aggravated assault,1978,712
New Hampshire,Violent Crime,Aggravated assault,1979,814
New Hampshire,Violent Crime,Aggravated assault,1980,1085
New Hampshire,Violent Crime,Aggravated assault,1981,859
New Hampshire,Violent Crime,Aggravated assault,1982,690
New Hampshire,Violent Crime,Aggravated assault,1983,763
New Hampshire,Violent Crime,Aggravated assault,1984,869
New Hampshire,Violent Crime,Aggravated assault,1985,927
New Hampshire,Violent Crime,Aggravated assault,1986,947
New Hampshire,Violent Crime,Aggravated assault,1987,988
New Hampshire,Violent Crime,Aggravated assault,1988,1090
New Hampshire,Violent Crime,Aggravated assault,1989,1238
New Hampshire,Violent Crime,Aggravated assault,1990,750
New Hampshire,Violent Crime,Aggravated assault,1991,583
New Hampshire,Violent Crime,Aggravated assault,1992,588
New Hampshire,Violent Crime,Aggravated assault,1993,721
New Hampshire,Violent Crime,Aggravated assault,1994,597
New Hampshire,Violent Crime,Aggravated assault,1995,646
New Hampshire,Violent Crime,Aggravated assault,1996,632
New Hampshire,Violent Crime,Aggravated assault,1997,643
New Hampshire,Violent Crime,Aggravated assault,1998,597
New Hampshire,Violent Crime,Aggravated assault,1999,539
New Hampshire,Violent Crime,Aggravated assault,2000,1170
New Hampshire,Violent Crime,Aggravated assault,2001,1224
New Hampshire,Violent Crime,Aggravated assault,2002,1185
New Hampshire,Violent Crime,Aggravated assault,2003,1002
New Hampshire,Violent Crime,Aggravated assault,2004,1219
New Hampshire,Violent Crime,Aggravated assault,2005,947
New Hampshire,Property Crime,Burglary,1960,1108
New Hampshire,Property Crime,Burglary,1961,1573
New Hampshire,Property Crime,Burglary,1962,1781
New Hampshire,Property Crime,Burglary,1963,1751
New Hampshire,Property Crime,Burglary,1964,1827
New Hampshire,Property Crime,Burglary,1965,2117
New Hampshire,Property Crime,Burglary,1966,2382
New Hampshire,Property Crime,Burglary,1967,2350
New Hampshire,Property Crime,Burglary,1968,2605
New Hampshire,Property Crime,Burglary,1969,3322
New Hampshire,Property Crime,Burglary,1970,4172
New Hampshire,Property Crime,Burglary,1971,5082
New Hampshire,Property Crime,Burglary,1972,4600
New Hampshire,Property Crime,Burglary,1973,5418
New Hampshire,Property Crime,Burglary,1974,6629
New Hampshire,Property Crime,Burglary,1975,6978
New Hampshire,Property Crime,Burglary,1976,7706
New Hampshire,Property Crime,Burglary,1977,8844
New Hampshire,Property Crime,Burglary,1978,10101
New Hampshire,Property Crime,Burglary,1979,10635
New Hampshire,Property Crime,Burglary,1980,12067
New Hampshire,Property Crime,Burglary,1981,11090
New Hampshire,Property Crime,Burglary,1982,8987
New Hampshire,Property Crime,Burglary,1983,7882
New Hampshire,Property Crime,Burglary,1984,7190
New Hampshire,Property Crime,Burglary,1985,7608
New Hampshire,Property Crime,Burglary,1986,7754
New Hampshire,Property Crime,Burglary,1987,7344
New Hampshire,Property Crime,Burglary,1988,7489
New Hampshire,Property Crime,Burglary,1989,8157
New Hampshire,Property Crime,Burglary,1990,8158
New Hampshire,Property Crime,Burglary,1991,8126
New Hampshire,Property Crime,Burglary,1992,6909
New Hampshire,Property Crime,Burglary,1993,5795
New Hampshire,Property Crime,Burglary,1994,5275
New Hampshire,Property Crime,Burglary,1995,4806
New Hampshire,Property Crime,Burglary,1996,5063
New Hampshire,Property Crime,Burglary,1997,4612
New Hampshire,Property Crime,Burglary,1998,3852
New Hampshire,Property Crime,Burglary,1999,3698
New Hampshire,Property Crime,Burglary,2000,4992
New Hampshire,Property Crime,Burglary,2001,4889
New Hampshire,Property Crime,Burglary,2002,4838
New Hampshire,Property Crime,Burglary,2003,4589
New Hampshire,Property Crime,Burglary,2004,4979
New Hampshire,Property Crime,Burglary,2005,4153
New Hampshire,Property Crime,Larceny-theft,1960,2646
New Hampshire,Property Crime,Larceny-theft,1961,2884
New Hampshire,Property Crime,Larceny-theft,1962,3821
New Hampshire,Property Crime,Larceny-theft,1963,3354
New Hampshire,Property Crime,Larceny-theft,1964,3797
New Hampshire,Property Crime,Larceny-theft,1965,4176
New Hampshire,Property Crime,Larceny-theft,1966,4411
New Hampshire,Property Crime,Larceny-theft,1967,4338
New Hampshire,Property Crime,Larceny-theft,1968,5235
New Hampshire,Property Crime,Larceny-theft,1969,6157
New Hampshire,Property Crime,Larceny-theft,1970,6850
New Hampshire,Property Crime,Larceny-theft,1971,8734
New Hampshire,Property Crime,Larceny-theft,1972,9299
New Hampshire,Property Crime,Larceny-theft,1973,10863
New Hampshire,Property Crime,Larceny-theft,1974,15942
New Hampshire,Property Crime,Larceny-theft,1975,17470
New Hampshire,Property Crime,Larceny-theft,1976,19196
New Hampshire,Property Crime,Larceny-theft,1977,19900
New Hampshire,Property Crime,Larceny-theft,1978,21630
New Hampshire,Property Crime,Larceny-theft,1979,25856
New Hampshire,Property Crime,Larceny-theft,1980,26443
New Hampshire,Property Crime,Larceny-theft,1981,25692
New Hampshire,Property Crime,Larceny-theft,1982,24115
New Hampshire,Property Crime,Larceny-theft,1983,21359
New Hampshire,Property Crime,Larceny-theft,1984,20314
New Hampshire,Property Crime,Larceny-theft,1985,21459
New Hampshire,Property Crime,Larceny-theft,1986,22675
New Hampshire,Property Crime,Larceny-theft,1987,24426
New Hampshire,Property Crime,Larceny-theft,1988,24964
New Hampshire,Property Crime,Larceny-theft,1989,27087
New Hampshire,Property Crime,Larceny-theft,1990,28111
New Hampshire,Property Crime,Larceny-theft,1991,26220
New Hampshire,Property Crime,Larceny-theft,1992,23754
New Hampshire,Property Crime,Larceny-theft,1993,23153
New Hampshire,Property Crime,Larceny-theft,1994,22260
New Hampshire,Property Crime,Larceny-theft,1995,22698
New Hampshire,Property Crime,Larceny-theft,1996,24611
New Hampshire,Property Crime,Larceny-theft,1997,23430
New Hampshire,Property Crime,Larceny-theft,1998,22079
New Hampshire,Property Crime,Larceny-theft,1999,21195
New Hampshire,Property Crime,Larceny-theft,2000,20761
New Hampshire,Property Crime,Larceny-theft,2001,20060
New Hampshire,Property Crime,Larceny-theft,2002,19468
New Hampshire,Property Crime,Larceny-theft,2003,19934
New Hampshire,Property Crime,Larceny-theft,2004,19723
New Hampshire,Property Crime,Larceny-theft,2005,18042
New Hampshire,Property Crime,Motor vehicle theft,1960,351
New Hampshire,Property Crime,Motor vehicle theft,1961,455
New Hampshire,Property Crime,Motor vehicle theft,1962,538
New Hampshire,Property Crime,Motor vehicle theft,1963,571
New Hampshire,Property Crime,Motor vehicle theft,1964,549
New Hampshire,Property Crime,Motor vehicle theft,1965,587
New Hampshire,Property Crime,Motor vehicle theft,1966,698
New Hampshire,Property Crime,Motor vehicle theft,1967,767
New Hampshire,Property Crime,Motor vehicle theft,1968,992
New Hampshire,Property Crime,Motor vehicle theft,1969,1027
New Hampshire,Property Crime,Motor vehicle theft,1970,1269
New Hampshire,Property Crime,Motor vehicle theft,1971,1402
New Hampshire,Property Crime,Motor vehicle theft,1972,962
New Hampshire,Property Crime,Motor vehicle theft,1973,1495
New Hampshire,Property Crime,Motor vehicle theft,1974,2093
New Hampshire,Property Crime,Motor vehicle theft,1975,2111
New Hampshire,Property Crime,Motor vehicle theft,1976,2074
New Hampshire,Property Crime,Motor vehicle theft,1977,2491
New Hampshire,Property Crime,Motor vehicle theft,1978,2662
New Hampshire,Property Crime,Motor vehicle theft,1979,2882
New Hampshire,Property Crime,Motor vehicle theft,1980,2848
New Hampshire,Property Crime,Motor vehicle theft,1981,2252
New Hampshire,Property Crime,Motor vehicle theft,1982,2127
New Hampshire,Property Crime,Motor vehicle theft,1983,1746
New Hampshire,Property Crime,Motor vehicle theft,1984,1843
New Hampshire,Property Crime,Motor vehicle theft,1985,1982
New Hampshire,Property Crime,Motor vehicle theft,1986,2338
New Hampshire,Property Crime,Motor vehicle theft,1987,2288
New Hampshire,Property Crime,Motor vehicle theft,1988,2498
New Hampshire,Property Crime,Motor vehicle theft,1989,2701
New Hampshire,Property Crime,Motor vehicle theft,1990,2707
New Hampshire,Property Crime,Motor vehicle theft,1991,2434
New Hampshire,Property Crime,Motor vehicle theft,1992,2165
New Hampshire,Property Crime,Motor vehicle theft,1993,2183
New Hampshire,Property Crime,Motor vehicle theft,1994,2302
New Hampshire,Property Crime,Motor vehicle theft,1995,1666
New Hampshire,Property Crime,Motor vehicle theft,1996,1762
New Hampshire,Property Crime,Motor vehicle theft,1997,1593
New Hampshire,Property Crime,Motor vehicle theft,1998,1474
New Hampshire,Property Crime,Motor vehicle theft,1999,1354
New Hampshire,Property Crime,Motor vehicle theft,2000,2148
New Hampshire,Property Crime,Motor vehicle theft,2001,2140
New Hampshire,Property Crime,Motor vehicle theft,2002,1944
New Hampshire,Property Crime,Motor vehicle theft,2003,1933
New Hampshire,Property Crime,Motor vehicle theft,2004,1956
New Hampshire,Property Crime,Motor vehicle theft,2005,1337
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1960,164
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1961,153
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1962,187
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1963,181
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1964,207
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1965,219
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1966,240
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1967,276
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1968,358
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1969,369
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1970,412
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1971,426
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1972,481
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1973,546
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1974,497
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1975,500
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1976,380
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1977,408
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1978,398
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1979,484
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1980,504
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1981,542
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1982,482
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1983,399
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1984,402
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1985,407
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1986,399
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1987,351
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1988,411
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1989,394
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1990,432
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1991,406
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1992,397
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1993,418
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1994,396
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1995,409
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1996,338
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1997,337
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1998,325
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,1999,287
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2000,289
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2001,336
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2002,339
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2003,406
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2004,392
New Jersey,Violent Crime,Murder and nonnegligent Manslaughter,2005,417
New Jersey,Violent Crime,Forcible rape,1960,442
New Jersey,Violent Crime,Forcible rape,1961,458
New Jersey,Violent Crime,Forcible rape,1962,510
New Jersey,Violent Crime,Forcible rape,1963,561
New Jersey,Violent Crime,Forcible rape,1964,609
New Jersey,Violent Crime,Forcible rape,1965,605
New Jersey,Violent Crime,Forcible rape,1966,640
New Jersey,Violent Crime,Forcible rape,1967,677
New Jersey,Violent Crime,Forcible rape,1968,801
New Jersey,Violent Crime,Forcible rape,1969,914
New Jersey,Violent Crime,Forcible rape,1970,927
New Jersey,Violent Crime,Forcible rape,1971,1058
New Jersey,Violent Crime,Forcible rape,1972,1243
New Jersey,Violent Crime,Forcible rape,1973,1383
New Jersey,Violent Crime,Forcible rape,1974,1441
New Jersey,Violent Crime,Forcible rape,1975,1385
New Jersey,Violent Crime,Forcible rape,1976,1461
New Jersey,Violent Crime,Forcible rape,1977,1537
New Jersey,Violent Crime,Forcible rape,1978,1727
New Jersey,Violent Crime,Forcible rape,1979,2037
New Jersey,Violent Crime,Forcible rape,1980,2257
New Jersey,Violent Crime,Forcible rape,1981,2374
New Jersey,Violent Crime,Forcible rape,1982,2149
New Jersey,Violent Crime,Forcible rape,1983,2266
New Jersey,Violent Crime,Forcible rape,1984,2446
New Jersey,Violent Crime,Forcible rape,1985,2424
New Jersey,Violent Crime,Forcible rape,1986,2531
New Jersey,Violent Crime,Forcible rape,1987,2559
New Jersey,Violent Crime,Forcible rape,1988,2600
New Jersey,Violent Crime,Forcible rape,1989,2449
New Jersey,Violent Crime,Forcible rape,1990,2307
New Jersey,Violent Crime,Forcible rape,1991,2259
New Jersey,Violent Crime,Forcible rape,1992,2392
New Jersey,Violent Crime,Forcible rape,1993,2215
New Jersey,Violent Crime,Forcible rape,1994,1972
New Jersey,Violent Crime,Forcible rape,1995,1927
New Jersey,Violent Crime,Forcible rape,1996,1976
New Jersey,Violent Crime,Forcible rape,1997,1729
New Jersey,Violent Crime,Forcible rape,1998,1623
New Jersey,Violent Crime,Forcible rape,1999,1409
New Jersey,Violent Crime,Forcible rape,2000,1357
New Jersey,Violent Crime,Forcible rape,2001,1278
New Jersey,Violent Crime,Forcible rape,2002,1365
New Jersey,Violent Crime,Forcible rape,2003,1288
New Jersey,Violent Crime,Forcible rape,2004,1331
New Jersey,Violent Crime,Forcible rape,2005,1208
New Jersey,Violent Crime,Robbery,1960,2591
New Jersey,Violent Crime,Robbery,1961,2371
New Jersey,Violent Crime,Robbery,1962,2816
New Jersey,Violent Crime,Robbery,1963,3367
New Jersey,Violent Crime,Robbery,1964,3812
New Jersey,Violent Crime,Robbery,1965,3753
New Jersey,Violent Crime,Robbery,1966,4397
New Jersey,Violent Crime,Robbery,1967,5777
New Jersey,Violent Crime,Robbery,1968,8747
New Jersey,Violent Crime,Robbery,1969,9657
New Jersey,Violent Crime,Robbery,1970,12145
New Jersey,Violent Crime,Robbery,1971,16062
New Jersey,Violent Crime,Robbery,1972,15478
New Jersey,Violent Crime,Robbery,1973,15179
New Jersey,Violent Crime,Robbery,1974,15879
New Jersey,Violent Crime,Robbery,1975,16287
New Jersey,Violent Crime,Robbery,1976,14695
New Jersey,Violent Crime,Robbery,1977,13223
New Jersey,Violent Crime,Robbery,1978,14112
New Jersey,Violent Crime,Robbery,1979,18332
New Jersey,Violent Crime,Robbery,1980,22299
New Jersey,Violent Crime,Robbery,1981,24761
New Jersey,Violent Crime,Robbery,1982,22880
New Jersey,Violent Crime,Robbery,1983,20086
New Jersey,Violent Crime,Robbery,1984,18218
New Jersey,Violent Crime,Robbery,1985,19282
New Jersey,Violent Crime,Robbery,1986,20473
New Jersey,Violent Crime,Robbery,1987,17862
New Jersey,Violent Crime,Robbery,1988,18927
New Jersey,Violent Crime,Robbery,1989,21139
New Jersey,Violent Crime,Robbery,1990,23269
New Jersey,Violent Crime,Robbery,1991,22744
New Jersey,Violent Crime,Robbery,1992,22216
New Jersey,Violent Crime,Robbery,1993,23319
New Jersey,Violent Crime,Robbery,1994,22762
New Jersey,Violent Crime,Robbery,1995,22486
New Jersey,Violent Crime,Robbery,1996,18838
New Jersey,Violent Crime,Robbery,1997,16957
New Jersey,Violent Crime,Robbery,1998,15109
New Jersey,Violent Crime,Robbery,1999,14243
New Jersey,Violent Crime,Robbery,2000,13553
New Jersey,Violent Crime,Robbery,2001,14110
New Jersey,Violent Crime,Robbery,2002,13955
New Jersey,Violent Crime,Robbery,2003,13342
New Jersey,Violent Crime,Robbery,2004,13076
New Jersey,Violent Crime,Robbery,2005,13215
New Jersey,Violent Crime,Aggravated assault,1960,3735
New Jersey,Violent Crime,Aggravated assault,1961,3700
New Jersey,Violent Crime,Aggravated assault,1962,4361
New Jersey,Violent Crime,Aggravated assault,1963,4740
New Jersey,Violent Crime,Aggravated assault,1964,5828
New Jersey,Violent Crime,Aggravated assault,1965,5845
New Jersey,Violent Crime,Aggravated assault,1966,5891
New Jersey,Violent Crime,Aggravated assault,1967,6474
New Jersey,Violent Crime,Aggravated assault,1968,6805
New Jersey,Violent Crime,Aggravated assault,1969,6286
New Jersey,Violent Crime,Aggravated assault,1970,7099
New Jersey,Violent Crime,Aggravated assault,1971,8895
New Jersey,Violent Crime,Aggravated assault,1972,10375
New Jersey,Violent Crime,Aggravated assault,1973,11737
New Jersey,Violent Crime,Aggravated assault,1974,11751
New Jersey,Violent Crime,Aggravated assault,1975,12043
New Jersey,Violent Crime,Aggravated assault,1976,12571
New Jersey,Violent Crime,Aggravated assault,1977,13564
New Jersey,Violent Crime,Aggravated assault,1978,14790
New Jersey,Violent Crime,Aggravated assault,1979,15894
New Jersey,Violent Crime,Aggravated assault,1980,19313
New Jersey,Violent Crime,Aggravated assault,1981,18997
New Jersey,Violent Crime,Aggravated assault,1982,19664
New Jersey,Violent Crime,Aggravated assault,1983,18553
New Jersey,Violent Crime,Aggravated assault,1984,18593
New Jersey,Violent Crime,Aggravated assault,1985,19059
New Jersey,Violent Crime,Aggravated assault,1986,20220
New Jersey,Violent Crime,Aggravated assault,1987,20735
New Jersey,Violent Crime,Aggravated assault,1988,23055
New Jersey,Violent Crime,Aggravated assault,1989,23129
New Jersey,Violent Crime,Aggravated assault,1990,24049
New Jersey,Violent Crime,Aggravated assault,1991,23848
New Jersey,Violent Crime,Aggravated assault,1992,23740
New Jersey,Violent Crime,Aggravated assault,1993,23438
